,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2047,34.03077151,-118.316869,Bolsa chica Beach,34.03301047,-118.3101415,Beach
2048,34.03077151,-118.316869,UCLA William Andrews Clark Memorial Library,34.03317835,-118.3143942,College Library
2049,34.03077151,-118.316869,Fisher and Diaz Funeral Home,34.033505,-118.318004,Funeral Home
2050,34.03077151,-118.316869,Genius Child Writing Temple,34.03281665,-118.3191276,Temple
2051,34.03077151,-118.316869,Greater Faith Family Ministries,34.02547455,-118.3113556,Church
2052,34.03077151,-118.316869,African American Voter Education Project,34.02534123,-118.3173995,Government Building
2053,34.03077151,-118.316869,Movement of Spiritual Inner Awareness,34.03192139,-118.3226166,Spiritual Center
2054,34.03077151,-118.316869,Our Lady of the Bright Mount,34.032171,-118.32205,Church
2055,34.03077151,-118.316869,Tone Masters Recording Studio,34.025739,-118.315827,General Entertainment
2056,34.03077151,-118.316869,Antioch christian church,34.032966,-118.322645,Church
2057,34.03077151,-118.316869,New Fountain MBC,34.025981,-118.322648,Church
2058,34.03077151,-118.316869,burger palace,34.031986,-118.315669,American Restaurant
2059,34.03077151,-118.316869,Century Mart & Liquor,34.025853,-118.318115,Convenience Store
2060,34.03077151,-118.316869,Century Liquors,34.02568054,-118.3181381,Wine Bar
2061,34.03077151,-118.316869,Peace Awareness Labyrinth & Gardens,34.031854,-118.322596,Spiritual Center
2062,34.03077151,-118.316869,Burger Palace,34.02568035,-118.3174122,Burger Joint
2063,34.03077151,-118.316869,Holman United Methodist Church,34.03203854,-118.320961,Church
2064,34.03077151,-118.316869,LA84 Foundation,34.03310862,-118.3128073,Building
2065,34.03077151,-118.316869,Solidarity Hall,34.025356,-118.318402,Meeting Room
2066,34.03077151,-118.316869,Olympic Korean SDA Church,34.031993,-118.319961,Church
2067,34.03077151,-118.316869,Holy Name Of Jesus Church,34.02587993,-118.3149381,Church
2068,34.03077151,-118.316869,Anna's Fish Market,34.02431959,-118.3158783,Seafood Restaurant
2069,34.03077151,-118.316869,Ribtown BBQ,34.025759,-118.31849,BBQ Joint
2070,34.03077151,-118.316869,St John Of God Retirement And Rehabilitation Center,34.03332606,-118.3098584,Medical Center
2071,34.03077151,-118.316869,Charles Ave. Marketing,34.026991,-118.317999,Office
2072,34.03077151,-118.316869,Trinity Baptist Church,34.02518003,-118.3162362,Church
2073,34.03077151,-118.316869,Papi Tacos & Churros,34.025415,-118.324461,Taco Place
2074,34.03077151,-118.316869,"Louisiana Fried Chicken, Chinese Food & Donuts",34.025931,-118.317901,Fried Chicken Joint
2075,34.03077151,-118.316869,home gym,34.03509463,-118.3159982,Gym
2076,34.03077151,-118.316869,St Andrews Place Liquors,34.0257,-118.311996,Wine Bar
2077,34.0594833,-118.242048,Chinatown Gateway,34.05978951,-118.2397593,Plaza
2078,34.0594833,-118.242048,High School for the Visual and Performing Arts,34.0594396,-118.2435055,Performing Arts Venue
2079,34.0594833,-118.242048,CVS,34.058487,-118.24062,Pharmacy
2080,34.0594833,-118.242048,La Plaza Village,34.05801,-118.24026,Residential Building (Apartment / Condo)
2081,34.0594833,-118.242048,Pearl River Deli,34.061573,-118.23984,Chinese Restaurant
2082,34.0594833,-118.242048,Jia Apartments,34.05985,-118.23998,Residential Building (Apartment / Condo)
2083,34.0594833,-118.242048,Starbucks,34.0587799,-118.2402488,Coffee Shop
2084,34.0594833,-118.242048,Los Angeles Public Library - Chinatown,34.0606037,-118.2408655,Library
2085,34.0594833,-118.242048,Burger King,34.06057567,-118.2443127,Fast Food Restaurant
2086,34.0594833,-118.242048,Papa John's Pizza,34.0608804,-118.2439153,Pizza Place
2087,34.0594833,-118.242048,Kapoor's Akbar,34.061485,-118.243835,Indian Restaurant
2088,34.0594833,-118.242048,Central Los Angeles High School #9 (VAPA),34.05965996,-118.244048,High School
2089,34.0594833,-118.242048,Momentum,34.05986404,-118.2399979,Gym
2090,34.0594833,-118.242048,Ramón C. Cortines School of Visual and Performing Arts,34.05948486,-118.2440423,High School
2091,34.0594833,-118.242048,7-Eleven,34.0614412,-118.2439367,Grocery Store
2092,34.0594833,-118.242048,EMBASSY LA,34.060439,-118.240361,Art Gallery
2093,34.0594833,-118.242048,New Kamara,34.06112337,-118.2408856,Vietnamese Restaurant
2094,34.0594833,-118.242048,SUBWAY,34.061128,-118.244081,Sandwich Place
2095,34.0594833,-118.242048,PNC Bank ATM,34.06143001,-118.243938,ATM
2096,34.0594833,-118.242048,Bánh Mì Mỹ-Dung,34.06026837,-118.2391459,Vietnamese Restaurant
2097,34.0594833,-118.242048,Now Serving,34.061685,-118.239669,Bookstore
2098,34.0594833,-118.242048,Ord & Broadway,34.060178,-118.239018,Filipino Restaurant
2099,34.0594833,-118.242048,Asian Center,34.0609,-118.23975,Shopping Plaza
2100,34.0594833,-118.242048,"Ivy O. Li, D.D.S.",34.060443,-118.240098,Dentist's Office
2101,34.0594833,-118.242048,Ross Dress for Less,34.06019703,-118.2446909,Clothing Store
2102,34.0594833,-118.242048,Redbox,34.06148529,-118.2438354,Video Store
2103,34.0594833,-118.242048,Arcadia Stairs,34.05743027,-118.2422791,Trail
2104,34.0594833,-118.242048,metro bus 45,34.0587445,-118.2401933,Moving Target
2105,34.0594833,-118.242048,East West Sustainable Stuff,34.061465,-118.239824,Clothing Store
2106,34.0594833,-118.242048,Mary Beauty Salon,34.061419,-118.239505,Salon / Barbershop
2107,34.0594833,-118.242048,Thanh's Pharmacy,34.058497,-118.238988,Pharmacy
2108,34.0594833,-118.242048,Golden Gifts Trading Co,34.06071854,-118.239418,Gift Shop
2109,34.0594833,-118.242048,Keung Kee B.B.Q. Restaurant,34.06043625,-118.240097,Chinese Restaurant
2110,34.0594833,-118.242048,Hui Zhen Hair Salon,34.06072,-118.239556,Salon / Barbershop
2111,34.0594833,-118.242048,East Meets West Acupuncture,34.061155,-118.240889,Acupuncturist
2112,34.0594833,-118.242048,Okiboru,34.05958762,-118.2397711,Ramen Restaurant
2113,34.0594833,-118.242048,Access,34.06027437,-118.243831,Moving Target
2114,34.0594833,-118.242048,Tirsa’s,34.06148529,-118.2438354,Mexican Restaurant
2115,34.0594833,-118.242048,Lucky Deli,34.06048508,-118.2392344,Chinese Restaurant
2116,34.0594833,-118.242048,Suehiro Mini,34.059516,-118.239101,Japanese Restaurant
2117,34.0594833,-118.242048,Kbc Bakery,34.06027794,-118.2396322,Chinese Restaurant
2118,34.0594833,-118.242048,Tito's Taco Truck,34.05845355,-118.2401362,Food Truck
2119,34.0594833,-118.242048,Federal Court- USDC Central District,34.055107,-118.241431,Courthouse
2120,34.0594833,-118.242048,Criminal courthouse divsion 46,34.05835563,-118.2424433,Courthouse
2121,34.0594833,-118.242048,Walmart Pharmacy,34.06148529,-118.2438354,Pharmacy
2122,34.0594833,-118.242048,Cinemauto,34.061301,-118.240548,Drive-in Theater
2123,34.0594833,-118.242048,AltaMed Health Service Corporation,34.06090982,-118.2442213,Building
2124,34.0594833,-118.242048,Chow Mein,34.06068176,-118.2442079,Chinese Restaurant
2125,34.0594833,-118.242048,Hello Kitty Pop- Up Friends Around The World,34.057515,-118.240208,Pop-Up Shop
2126,34.0594833,-118.242048,Yan's Gift & Souvenir,34.06058808,-118.2393783,Gift Shop
2127,34.0594833,-118.242048,Hook A Sista Up,34.05709732,-118.2426261,Salon / Barbershop
2128,34.0594833,-118.242048,Wing On Poultry,34.061042,-118.239383,Supermarket
2129,34.0594833,-118.242048,Family Dentistry,34.06105042,-118.2405624,Dentist's Office
2130,34.0594833,-118.242048,Las Vegas LuckyCards CASINO,34.05653763,-118.2413025,Casino
2131,34.0594833,-118.242048,J Js Massage,34.0599651,-118.2394909,Massage Studio
2132,34.0594833,-118.242048,DownTown Care,34.0586548,-118.2405131,Medical Lab
2133,34.0594833,-118.242048,Metro 83 Bus,34.05783556,-118.24101,Bus Line
2134,34.0594833,-118.242048,Won Won Mini Market,34.06058121,-118.2390137,Market
2135,34.0594833,-118.242048,"bus stop hill / ord 81, 90-01, 94, 96, 794",34.06087112,-118.2404556,Bus Station
2136,34.0594833,-118.242048,Chinatown Optometric Center,34.060374,-118.23968,Pharmacy
2137,34.0594833,-118.242048,Zhaoyang Pan M.D.,34.059954,-118.239223,Doctor's Office
2138,34.0594833,-118.242048,Nam Hoa,34.060083,-118.23905,Grocery Store
2139,34.0594833,-118.242048,Bac Si Ton Tich Hoang M.D.,34.059603,-118.239258,Doctor's Office
2140,34.0594833,-118.242048,Oleego,34.05958605,-118.2397821,Korean Restaurant
2141,34.0594833,-118.242048,Ramon C Cortines VAPA,34.05976536,-118.2437568,Student Center
2142,34.0594833,-118.242048,Juror Parking,34.05767059,-118.2405014,Parking
2143,34.0594833,-118.242048,Las Anitas,34.05870041,-118.2439167,Mexican Restaurant
2144,34.0594833,-118.242048,Ap Urgent Care,34.06105042,-118.2405624,Urgent Care Center
2145,34.0594833,-118.242048,Sunset/Grand Metro Stop,34.06020113,-118.2444192,Bus Station
2146,34.0594833,-118.242048,Verizon A Wireles,34.060364,-118.240085,Building
2147,34.0594833,-118.242048,Buu Dien,34.059603,-118.239258,Vietnamese Restaurant
2148,34.0594833,-118.242048,ramone cortines high school,34.060967,-118.244774,High School
2149,34.0594833,-118.242048,Wings N' Fish,34.060153,-118.239,Wings Joint
2150,34.0594833,-118.242048,Kevin Van Inc.,34.061306,-118.2393341,Boutique
2151,34.0594833,-118.242048,Amay's Bakery & Noodle Co.,34.058497,-118.238988,Bakery
2152,34.0594833,-118.242048,Ms McCarthy's Class,34.060018,-118.243308,High School
2153,34.0594833,-118.242048,"70,76,78,79 Bus Stop",34.0589295,-118.2407358,Bus Station
2154,34.0594833,-118.242048,French Hospital,34.05982623,-118.2424776,Hospital
2155,34.0594833,-118.242048,Cathay Manor,34.05882344,-118.2397193,Residential Building (Apartment / Condo)
2156,34.0594833,-118.242048,45 Bus Stop To Lincoln Heights,34.05824482,-118.2405032,Bus Stop
2157,34.0594833,-118.242048,thanh vi restaurant,34.06077009,-118.2402619,Vietnamese Restaurant
2158,34.0594833,-118.242048,Emergency Rescue Bail Bonds,34.05877579,-118.2406902,Building
2159,34.0594833,-118.242048,Central High School,34.05937181,-118.2439395,High School
2160,34.0594833,-118.242048,Five Star Parking Chinatown,34.059271,-118.239683,Parking
2161,34.0594833,-118.242048,School Of Visual And Performing Arts,34.06078262,-118.2438596,High School
2162,34.0594833,-118.242048,VAPA,34.06002544,-118.243734,Student Center
2163,34.0594833,-118.242048,Los Angeles Police Relief Association (LAPRA),34.06063843,-118.2433624,Government Building
2164,34.0594833,-118.242048,Ballet Studio,34.05983369,-118.2444535,Country Dance Club
2165,34.0594833,-118.242048,Dance Studio,34.0592753,-118.2431686,Country Dance Club
2166,34.0594833,-118.242048,Jade Rabbit,34.05909852,-118.239114,Gift Shop
2167,34.0594833,-118.242048,TCE Production Suite,34.057074,-118.242707,Office
2168,34.0594833,-118.242048,Nam Sanh Co,34.060298,-118.239268,Miscellaneous Shop
2169,34.20047004,-118.4486965,Sizzler,34.20024273,-118.4490641,Steakhouse
2170,34.20047004,-118.4486965,Tacos Mexico - Van Nuys Blvd,34.20049653,-118.4485591,Taco Place
2171,34.20047004,-118.4486965,Boston Market,34.20096297,-118.448537,American Restaurant
2172,34.20047004,-118.4486965,Wells Fargo,34.1940995,-118.4482613,Bank
2173,34.20047004,-118.4486965,Redbox,34.200677,-118.449345,Video Store
2174,34.20047004,-118.4486965,AYCE GOGI,34.20001616,-118.4478192,Korean Restaurant
2175,34.20047004,-118.4486965,Walgreens,34.2008422,-118.4491795,Pharmacy
2176,34.20047004,-118.4486965,Dunkin',34.20140615,-118.4490892,Donut Shop
2177,34.20047004,-118.4486965,McDonald's,34.19887201,-118.4491875,Fast Food Restaurant
2178,34.20047004,-118.4486965,Pizza Hut,34.20028504,-118.4477609,Pizza Place
2179,34.20047004,-118.4486965,T-Mobile,34.20095479,-118.4483124,Mobile Phone Shop
2180,34.20047004,-118.4486965,uBreakiFix,34.2017437,-118.4493654,Other Repair Shop
2181,34.20047004,-118.4486965,Menchie's,34.201667,-118.44961,Frozen Yogurt Shop
2182,34.20047004,-118.4486965,Van Nuys Urgent Care Family Medicine,34.201788,-118.449054,Doctor's Office
2183,34.20047004,-118.4486965,Jersey Mike's Subs,34.201667,-118.44961,Sandwich Place
2184,34.20047004,-118.4486965,Metro bus stop 761/233 Van Niys blvd. & Sherman Way Southbound,34.20075201,-118.448719,Bus Station
2185,34.20047004,-118.4486965,United Oil,34.20142727,-118.4483756,Gas Station
2186,34.20047004,-118.4486965,Papa John's Pizza,34.2014808,-118.4496079,Pizza Place
2187,34.20047004,-118.4486965,BOBARITA,34.201628,-118.449342,Food & Drink Shop
2188,34.20047004,-118.4486965,On Tilt,34.19988,-118.44803,Arcade
2189,34.20047004,-118.4486965,Paraiso Kebab | ORDER FOOD ONLINE,34.2000673,-118.4477337,Building
2190,34.20047004,-118.4486965,Metro Bus Stop 163/363 Van Nuys & Sherman Wy,34.2012763,-118.4493917,Bus Line
2191,34.20047004,-118.4486965,Wishy Washy Car Wash,34.20163541,-118.449925,Car Wash
2192,34.20047004,-118.4486965,Union Audiology & Hearing Aid Services Inc,34.201984,-118.447588,Doctor's Office
2193,34.20047004,-118.4486965,Cricket Wireless Authorized Retailer,34.20156656,-118.4303842,Mobile Phone Shop
2194,34.20047004,-118.4486965,H&R Block,34.20141752,-118.4469737,Financial or Legal Service
2195,34.20047004,-118.4486965,Van Nuys Veterinary Clinic,34.201788,-118.449054,Veterinarian
2196,34.20047004,-118.4486965,Honeyfish Poke,34.20144747,-118.4490484,Poke Place
2197,34.20047004,-118.4486965,Super Pollo,34.20154872,-118.4496032,Latin American Restaurant
2198,34.20047004,-118.4486965,Good Times Billiards,34.201788,-118.449054,Pool Hall
2199,34.20047004,-118.4486965,Yum Yum Donuts,34.201425,-118.447096,Donut Shop
2200,34.20047004,-118.4486965,Hanmi Bank,34.2014951,-118.4473501,Bank
2201,34.20047004,-118.4486965,Sherman Place,34.201515,-118.447458,Shopping Plaza
2202,34.20047004,-118.4486965,Jalisco Super Muffler,34.20034355,-118.4491525,Automotive Shop
2203,34.20047004,-118.4486965,Toasted Bun,34.201202,-118.447648,Breakfast Spot
2204,34.20047004,-118.4486965,Valley  Optometric Associates,34.19960022,-118.4479752,Optical Shop
2205,34.20047004,-118.4486965,Dr. Lourdes Aquino,34.202119,-118.447667,Dentist's Office
2206,34.20047004,-118.4486965,Blue Point Repair,34.20074081,-118.4497223,Other Repair Shop
2207,34.20047004,-118.4486965,Dr David Mohamadi,34.20036,-118.451603,Doctor's Office
2208,34.20047004,-118.4486965,LA County Van Nuys Sub Office,34.1995436,-118.4479487,Police Station
2209,34.20047004,-118.4486965,Coinstar,34.202264,-118.45058,Bank
2210,34.20047004,-118.4486965,Fire Bowl,34.201475,-118.449056,Noodle House
2211,34.20047004,-118.4486965,DaVita Van Nuys Dialysis,34.2012059,-118.4478282,Medical Center
2212,34.20047004,-118.4486965,Western Dental & Orthodontics,34.200712,-118.451494,Dentist's Office
2213,34.20047004,-118.4486965,Sherman Circle,34.199911,-118.45057,Residential Building (Apartment / Condo)
2214,34.20047004,-118.4486965,ICDC COLLEGE,34.200814,-118.447748,College Academic Building
2215,34.20047004,-118.4486965,De La Pena Eye Clinic,34.1994747,-118.4485264,Medical Center
2216,34.20047004,-118.4486965,ACE Cash Express,34.200748,-118.449749,Check Cashing Service
2217,34.20047004,-118.4486965,Edible Arrangements,34.20203294,-118.4482156,Gift Shop
2218,34.20047004,-118.4486965,Numero Uno Pizza Pasta and More,34.199754,-118.448981,Pizza Place
2219,34.20047004,-118.4486965,Big Mama's and Papa's Pizzeria,34.20139432,-118.4471277,Pizza Place
2220,34.20047004,-118.4486965,IFC,34.199002,-118.44841,Martial Arts School
2221,34.20047004,-118.4486965,Fed Ex / Burbank,34.20134152,-118.4479205,Building
2222,34.20047004,-118.4486965,San Fernando Valley Community Mental Health Center,34.20072115,-118.4507666,Doctor's Office
2223,34.20047004,-118.4486965,tropical fish and pet blue lagoon,34.20154,-118.449319,Pet Store
2224,34.20047004,-118.4486965,Plaza Dental,34.19946734,-118.4487391,Dentist's Office
2225,34.20047004,-118.4486965,Whittier Garage Door Repair,34.200951,-118.448414,Hardware Store
2226,34.20047004,-118.4486965,Avon D7420 Sales Office,34.20186234,-118.4475403,Event Space
2227,34.20047004,-118.4486965,dos burritos van nuys,34.201582,-118.449026,Burrito Place
2228,34.20047004,-118.4486965,Duk Su Jang,34.20000406,-118.4478733,Korean Restaurant
2229,34.20047004,-118.4486965,A to Z Dental,34.201522,-118.439061,Dentist's Office
2230,34.20047004,-118.4486965,Center For Family Living,34.20106,-118.450115,Office
2231,34.20047004,-118.4486965,One Stop Liquor Market,34.201667,-118.44961,Liquor Store
2232,34.20047004,-118.4486965,CATS Center for Assault Treatment Services,34.19963285,-118.4500708,Non-Profit
2233,34.20047004,-118.4486965,Mothers Nutritional Center,34.19960022,-118.4479752,Miscellaneous Shop
2234,34.20047004,-118.4486965,chit chat cafe,34.19994955,-118.4490327,Café
2235,34.20047004,-118.4486965,Only Insurance,34.201968,-118.447741,Building
2236,34.20047004,-118.4486965,Raw Smoke Shop,34.201425,-118.447096,Smoke Shop
2237,34.20047004,-118.4486965,Spa / Massage,34.19963398,-118.4481829,Massage Studio
2238,34.20047004,-118.4486965,La Michoacana Premi,34.201411,-118.449215,Ice Cream Shop
2239,34.20047004,-118.4486965,P.D.K. Barbershop,34.201788,-118.449054,Salon / Barbershop
2240,34.20047004,-118.4486965,Speedlane Insurance,34.202021,-118.448331,Bank
2241,34.20047004,-118.4486965,Miracle Women's Medical Clinic,34.199543,-118.4482903,Doctor's Office
2242,34.20047004,-118.4486965,Toomari Pediatrics,34.19960022,-118.4479752,Doctor's Office
2243,34.20047004,-118.4486965,Van Nuys Peds,34.20027869,-118.447835,Doctor's Office
2244,34.20047004,-118.4486965,Gary's Car Shop,34.200805,-118.449458,Automotive Shop
2245,34.20047004,-118.4486965,California Check Cashing,34.201375,-118.449057,Bank
2246,34.20047004,-118.4486965,Hollywood Auto Insurance Services,34.19960022,-118.4479752,Automotive Shop
2247,34.20047004,-118.4486965,Star Beauty Salon,34.1996734,-118.4482556,Salon / Barbershop
2248,34.20047004,-118.4486965,Mey Fung Bakery,34.201667,-118.44961,Bakery
2249,34.20047004,-118.4486965,420 Evaluation Center Inc.,34.19539261,-118.4475174,Doctor's Office
2250,34.20047004,-118.4486965,S & L Medical Group,34.202236,-118.448465,Doctor's Office
2251,34.20047004,-118.4486965,Mesa Pharmacy,34.20174279,-118.4482084,Pharmacy
2252,34.20047004,-118.4486965,Thomas Reed Healthcare Management,34.202236,-118.448465,Doctor's Office
2253,34.20047004,-118.4486965,Electra Warehouse,34.199002,-118.44841,Electronics Store
2254,34.20047004,-118.4486965,Baires Auto Market,34.198717,-118.448102,Automotive Shop
2255,34.20047004,-118.4486965,Diva's Beauty Salon,34.20198875,-118.4483242,Salon / Barbershop
2256,34.20047004,-118.4486965,Prowalk Orthotics & Prosthetics,34.20227,-118.44843,Doctor's Office
2257,34.20047004,-118.4486965,SS GENERAL DENTISTRY,34.20196533,-118.4483109,Dentist's Office
2258,34.20047004,-118.4486965,John's Barbershop,34.201968,-118.447914,Salon / Barbershop
2259,34.20047004,-118.4486965,Barber Shop,34.20179828,-118.4490099,Salon / Barbershop
2260,34.20047004,-118.4486965,Tip n' Toe Nails,34.20199371,-118.4476296,Nail Salon
2261,34.20047004,-118.4486965,Tacos El Zorro,34.201788,-118.449054,Mexican Restaurant
2262,34.20047004,-118.4486965,Planned Parenthood,34.1996402,-118.4477893,Medical Center
2263,34.08898154,-118.3248377,Project Angel Food,34.0877498,-118.3264414,Non-Profit
2264,34.08898154,-118.3248377,Friendly Auto Clinic & Smog Check,34.089685,-118.326245,Automotive Shop
2265,34.08898154,-118.3248377,El Rancho Super Mercado,34.08831951,-118.3264097,Grocery Store
2266,34.08898154,-118.3248377,Subway,34.0911571,-118.3226101,Sandwich Place
2267,34.08898154,-118.3248377,P&J Liquor,34.09088722,-118.3248857,Liquor Store
2268,34.08898154,-118.3248377,The Sense,34.090373,-118.326315,Spa
2269,34.08898154,-118.3248377,Cactus Taqueria,34.08814872,-118.3265154,Taco Place
2270,34.08898154,-118.3248377,Black,34.0905747,-118.324638,Bar
2271,34.08898154,-118.3248377,Kens Collision,34.088593,-118.326092,Automotive Shop
2272,34.08898154,-118.3248377,J & J Auto Body & Repair,34.08906553,-118.3263126,Automotive Shop
2273,34.08898154,-118.3248377,Red robin yummmm mobile,34.0893898,-118.3247681,Food Truck
2274,34.08898154,-118.3248377,5933 Barton Ave,34.088287,-118.323435,Residential Building (Apartment / Condo)
2275,34.08898154,-118.3248377,Hirsch Pipe And Supply,34.08903826,-118.322865,Hardware Store
2276,34.08898154,-118.3248377,6010 Romaine Apts,34.088664,-118.322844,Residential Building (Apartment / Condo)
2277,34.08898154,-118.3248377,Hunter & Charlie's,34.08998,-118.326385,Southern / Soul Food Restaurant
2278,34.08898154,-118.3248377,Wells Fargo Hollywood,34.09016879,-118.323961,Bank
2279,34.08898154,-118.3248377,West Hollywood Hotel,34.08997159,-118.3256448,Hotel
2280,34.08898154,-118.3248377,California Coin Laundry,34.090064,-118.326207,Laundry Service
2281,34.08898154,-118.3248377,Happy Yoga LA,34.048299,-118.33395,Yoga Studio
2282,34.08898154,-118.3248377,Insanity,34.08885956,-118.3252591,Gym
2283,34.08898154,-118.3248377,Kut N' Go!,34.088316,-118.32629,Salon / Barbershop
2284,34.08898154,-118.3248377,Hair & Nails Salon,34.08999959,-118.3263754,Salon / Barbershop
2285,34.08898154,-118.3248377,The New Citadel,34.08919663,-118.3255541,Arcade
2286,34.08898154,-118.3248377,Assassins Tomb,34.088681,-118.325124,Conference Room
2287,34.08898154,-118.3248377,Bahay Ko,34.089595,-118.32588,Residential Building (Apartment / Condo)
2288,34.08898154,-118.3248377,vallero melrose,34.08865738,-118.3252487,Gas Station
2289,34.08898154,-118.3248377,Nona's Tea Room,34.08864562,-118.324606,Sorority House
2290,34.08898154,-118.3248377,J Holiday Studio,34.088548,-118.324202,Rock Club
2291,34.08898154,-118.3248377,Church Of The 8th Day - Booking / Promotion (Hollywood  Office),34.08829117,-118.324852,General Entertainment
2292,34.08898154,-118.3248377,Fable Sounds not so secret HQ,34.08717728,-118.3255997,Office
2293,34.08898154,-118.3248377,The Burgundy House,34.090629,-118.324589,Lounge
2294,34.08898154,-118.3248377,Jimmy's Lounge,34.09046173,-118.3246231,Lounge
2295,34.07752376,-118.2131059,Los Angeles Public Library - Lincoln Heights,34.076145,-118.214009,Library
2296,34.07752376,-118.2131059,Rite Aid,34.076693,-118.2154443,Pharmacy
2297,34.07752376,-118.2131059,KeyMe Locksmiths,34.076707,-118.215213,Locksmith
2298,34.07752376,-118.2131059,KeyMe Locksmiths,34.0757,-118.2159,Locksmith
2299,34.07752376,-118.2131059,Yoshinoya,34.07617713,-118.2159712,Donburi Restaurant
2300,34.07752376,-118.2131059,Smart & Final Extra!,34.07545091,-118.2162847,Grocery Store
2301,34.07752376,-118.2131059,Jack in the Box,34.07670322,-118.2160342,Fast Food Restaurant
2302,34.07752376,-118.2131059,5 Points Men's Clothing,34.077194,-118.215841,Men's Store
2303,34.07752376,-118.2131059,Angelica Campos - State Farm Insurance Agent,34.073946,-118.212694,Insurance Office
2304,34.07752376,-118.2131059,Funeraria Del Angel,34.073333,-118.212526,Funeral Home
2305,34.07752376,-118.2131059,Washed Out Salon,34.073951,-118.2141828,Salon / Barbershop
2306,34.07752376,-118.2131059,Liberty Tax Service,33.96044443,-118.3781805,Financial or Legal Service
2307,34.07752376,-118.2131059,ampm,34.073981,-118.212105,Convenience Store
2308,34.07752376,-118.2131059,Boda Restaurant,34.075395,-118.217291,Vietnamese Restaurant
2309,34.07752376,-118.2131059,ARCO,34.07397842,-118.2120895,Gas Station
2310,34.07752376,-118.2131059,KFC,34.07386506,-118.2129067,Fried Chicken Joint
2311,34.07752376,-118.2131059,CVS pharmacy,34.07423562,-118.2146467,Pharmacy
2312,34.07752376,-118.2131059,Fit 'N Lean Pro,34.07832532,-118.2134192,Martial Arts School
2313,34.07752376,-118.2131059,Cafe Esmeralda Cakes & Bakery,34.073434,-118.213967,Bakery
2314,34.07752376,-118.2131059,Metro Charter Elementary,34.07798767,-118.2156219,Elementary School
2315,34.07752376,-118.2131059,Los Angeles Leadership Academy,34.07850751,-118.2118249,College Academic Building
2316,34.07752376,-118.2131059,Lina's Nails,34.076347,-118.215338,Nail Salon
2317,34.07752376,-118.2131059,Las Fotos Project,34.078021,-118.214585,Art Gallery
2318,34.07752376,-118.2131059,Los Angeles Boys and Girls Club,34.07701346,-118.2155268,Gym
2319,34.07752376,-118.2131059,marisco's el camaron pelado,34.078688,-118.214767,Seafood Restaurant
2320,34.07752376,-118.2131059,5 Points Studio,34.07718658,-118.2158051,Photography Lab
2321,34.07752376,-118.2131059,Royal Liquor,34.07653,-118.216499,Wine Bar
2322,34.07752376,-118.2131059,G Foot LA Pop Up,34.075966,-118.215322,Pop-Up Shop
2323,34.07752376,-118.2131059,Come Phat Market,34.07550816,-118.2170518,Grocery Store
2324,34.07752376,-118.2131059,Maya Eyebrow Treading,34.073881,-118.21363,Health & Beauty Service
2325,34.07752376,-118.2131059,Lowkey Barbershop 2,34.079479,-118.214966,Salon / Barbershop
2326,34.07752376,-118.2131059,Ryky's Bike Shop,34.074488,-118.215612,Bike Shop
2327,34.07752376,-118.2131059,Franks Market,34.079101,-118.214203,Grocery Store
2328,34.07752376,-118.2131059,Diamond Cut,34.0763434,-118.2168804,Salon / Barbershop
2329,34.07752376,-118.2131059,Bi-Rite Market,34.074048,-118.211104,Grocery Store
2330,34.07752376,-118.2131059,Llamarada Comida Mexicana,34.07715,-118.215256,Mexican Restaurant
2331,34.07752376,-118.2131059,House of the Barber and Beauty Salon,34.07715,-118.215256,Salon / Barbershop
2332,34.07752376,-118.2131059,Taco Bell,34.073864,-118.212878,Fast Food Restaurant
2333,34.07752376,-118.2131059,Sevilla Medical Group,34.074161,-118.212542,Medical Center
2334,34.07752376,-118.2131059,DWP - Lincoln Heights,34.07424266,-118.2158362,Building
2335,34.07752376,-118.2131059,Adventurers' Club of Los Angeles,34.073914,-118.216067,Event Space
2336,34.07752376,-118.2131059,5 Points Hardware,34.077279,-118.215701,Hardware Store
2337,34.07752376,-118.2131059,Martita's,34.078521,-118.21556,Mexican Restaurant
2338,34.07752376,-118.2131059,Juan's Market,34.08121761,-118.2146015,Food & Drink Shop
2339,34.07752376,-118.2131059,Darling HQ,34.07374172,-118.214221,Office
2340,34.07752376,-118.2131059,Verdant,34.073805,-118.214243,Tech Startup
2341,34.07752376,-118.2131059,Provecho Tacos,34.07639694,-118.2168655,Taco Place
2342,34.07752376,-118.2131059,Studio 54,34.081542,-118.214391,Music Venue
2343,34.07752376,-118.2131059,Los Reyes Natural Fruit,34.07370008,-118.2140304,Juice Bar
2344,34.07752376,-118.2131059,East West Florist,34.076531,-118.216846,Flower Shop
2345,34.07752376,-118.2131059,Garcia's Shoe Repair,34.073919,-118.213821,Shoe Store
2346,34.07752376,-118.2131059,Lincoln Mini Mall,34.07354032,-118.214156,Shopping Mall
2347,34.07752376,-118.2131059,Cloud 9 Collaborative,34.07539749,-118.2172928,Pharmacy
2348,34.07752376,-118.2131059,coco & co beauty salon,34.07330165,-118.2136477,Salon / Barbershop
2349,34.07752376,-118.2131059,Su San Nails,34.07436358,-118.2152012,Cosmetics Shop
2350,34.07752376,-118.2131059,Licha's Flowers,34.073911,-118.213975,Flower Shop
